1,51.689,-3.9046
2,53.557,8.1055
3,53.719,-1.5378
4,43.643,5.1883
5,48.277,11.706
6,59.877,5.7371
7,48.783,18.653
8,52.576,13.212
9,52.574,13.213
10,52.517,13.422
11,59.463,7.9399
12,51.337,0.94829
13,49.973,9.084
14,43.924,10.296
15,48.489,7.6595
16,49.05,16.339
17,49.09,16.351
18,49.085,16.351
19,41.671,2.2717
20,49.51,5.9479
21,56.868,14.838
22,40.653,-8.114
23,40.541,-8.4561
24,48.774,44.572
25,50.652,14.46
26,53.227,8.7645
27,41.481,2.0827
28,45.091,5.7265
29,48.25,11.384
30,52.75,32.837
31,52.756,32.75
32,52.773,32.721
33,52.774,32.771
34,52.782,32.766
35,52.789,32.816
36,52.79,32.811
37,52.811,32.808
38,52.832,32.883
39,52.833,32.888
40,52.823,32.767
41,52.82,32.77
42,51.231,6.6336
43,49.579,12.174
44,49.042,16.362
45,47.675,10.339
46,49.408,11.66
47,47.671,10.369
48,49.942,20.417
49,49.788,19.239
50,49.447,1.0776
51,40.734,-4.0184
52,44.841,37.667
53,48.805,8.1835
54,47.433,19.026
55,48.207,11.405
56,53.691,6.4846
57,37.62,12.676
58,48.199,12.759
59,54.355,6.025
60,53.328,-3.0727
61,42.103,25.297
62,43.303,-8.4037
63,43.304,-8.406
64,49.545,18.235
65,60.086,24.159
66,53.148,-4.1663
67,49.904,10.297
68,49.903,10.303
69,40.708,-4.1235
70,46.484,15.053
71,63.327,14.584
72,40.889,14.097
73,59.541,18.071
74,45.361,14.399
75,59.736,18.941
76,54.453,7.7394
77,45.446,4.5055
78,42.806,23.341
79,58.378,25.555
80,37.333,-6.9475
81,48.969,21.269
82,43.307,21.912
83,47.752,40.18
84,50.159,8.7351
85,48.113,17.218
86,59.493,17.983
87,49.841,8.8003
88,53.488,9.9088
89,43.273,-5.8095
90,43.553,1.5115
91,51.428,0.32982
92,51.118,4.5087
93,51.665,-0.29421
94,52.59,13.495
95,50.984,6.8515
96,50.752,7.0305
97,50.827,7.0958
98,47.481,8.7058
99,51.6,7.0067
100,51.599,7.0376
101,51.714,-0.011494
102,52.429,4.8762
103,51.626,7.0233
104,51.711,-1.1903
105,51.701,4.833
106,50.858,12.814
107,51.814,4.748
108,51.863,4.2822
109,51.426,4.2264
110,51.253,4.2888
111,51.154,4.2469
112,53.267,-2.9473
113,50.881,4.2317
114,59.918,30.501
115,51.163,6.8281
116,51.142,4.135
117,51.424,-0.47025
118,47.102,2.2604
119,60.217,24.631
120,51.431,-0.18831
121,51.377,-0.11291
122,51.352,-0.0037371
123,51.476,6.6174
124,51.344,-0.32301
125,48.886,2.4774
126,53.555,10.158
127,50.059,8.4352
128,52.36,9.5226
