1,945
1,3264
2,6884
2,10322
3,5454
4,211
4,1774
5,4649
5,6787
6,1228
6,2824
7,8667
8,9
8,3423
9,3263
9,7431
10,7001
10,7285
11,2539
11,4784
12,2650
12,10166
13,9942
13,10440
14,11881
15,7644
15,7961
15,8188
16,11842
17,5065
18,5065
19,836
20,10394
20,11721
20,11958
20,13280
21,5714
22,8240
23,5696
23,6770
24,6407
25,12411
26,11349
26,12936
27,1310
28,5346
29,3230
29,11546
30,10791
31,4048
32,4049
32,6030
32,9491
33,6779
33,10793
34,6781
34,10795
35,36
35,6782
35,6783
35,12492
36,10795
37,6783
37,10796
38,4051
39,4051
40,6785
40,12493
41,12493
42,6832
42,11563
43,6790
44,6634
45,6491
45,10580
46,5481
46,6797
47,6491
48,4270
48,10014
49,12221
50,8528
51,3510
52,12116
53,6583
53,7023
54,3567
54,7782
55,4652
55,12967
56,4375
56,7056
56,11121
57,7640
58,3724
58,7654
59,3280
60,10510
61,7774
62,12613
63,12613
64,254
64,12524
65,4446
66,4088
66,6103
66,10339
67,6102
68,6102
69,11047
69,11048
70,3579
70,7599
71,11839
72,1189
72,10251
73,1240
73,7294
74,966
74,10336
75,9418
76,6831
76,10348
77,788
77,13363
78,3442
79,9878
79,13192
80,13198
81,1042
82,2720
82,8400
83,6543
84,12933
85,3159
85,5581
85,7369
85,8647
85,10508
85,12081
85,12983
86,5360
86,12958
86,12959
86,13442
87,4454
87,12575
88,5803
88,10295
88,12910
89,6022
90,1142
90,3111
90,7893
91,7651
91,7812
92,302
92,12113
93,3489
93,12242
94,13352
95,4576
96,204
96,6607
96,10083
97,4866
97,6273
97,12864
98,1637
98,4828
99,103
99,532
99,6263
100,532
100,4717
100,11410
101,3317
101,3377
101,6868
101,12242
102,3202
102,4612
102,6941
102,11326
103,4720
103,6224
103,6263
103,6264
103,12990
103,12992
104,7670
104,10302
104,10704
105,3266
105,3595
105,6170
105,10034
106,1734
106,1945
106,1952
106,4227
106,5841
106,6952
106,10300
106,13277
107,8320
107,10073
108,8320
109,4614
109,6860
110,6861
110,10023
111,4620
111,8997
111,10023
111,11332
111,12113
112,3537
112,6864
112,10204
112,10510
113,5043
113,6866
113,12216
114,13162
115,3218
115,11322
115,12893
116,2291
116,8997
117,3318
117,8218
118,761
118,3222
118,8787
118,9270
118,9947
118,10536
118,12913
119,216
120,6872
120,9666
121,6872
122,12614
123,5333
123,6180
123,6181
124,6872
124,8218
125,1081
125,9556
126,6178
126,12901
126,12978
127,4621
127,4622
127,12590
128,13119
129,133
129,4650
130,2130
130,7016
131,143
131,4187
132,9640
132,13297
133,4187
134,7565
135,6937
136,137
136,3205
136,4641
136,4642
136,4645
136,5666
136,5762
136,5799
136,6579
136,13219
136,13395
136,13446
137,2500
137,3205
137,3285
137,3617
137,7559
137,10054
137,11944
138,141
138,154
139,537
139,4652
140,3509
140,6216
141,6232
141,6436
141,12962
142,6225
143,4187
143,5077
143,7269
144,5089
144,6245
145,3194
145,4655
145,6633
145,11365
146,11369
147,151
147,6698
148,4670
148,4671
149,301
149,1171
149,5301
149,5803
149,11323
149,12957
150,6227
151,9976
152,4196
152,4950
152,5312
153,12389
154,10324
154,13121
155,729
155,3230
155,5044
155,11384
156,2599
156,3162
156,7009
156,12964
157,158
157,4621
158,5216
159,4684
159,10746
159,12561
159,12966
160,6237
160,12972
161,4689
162,1554
162,7565
163,5303
163,5949
164,6245
165,5285
165,11905
165,11906
165,12003
165,12007
166,4698
166,4699
166,10053
166,10422
166,12980
167,3599
167,4036
167,6695
167,13413
168,4701
168,4734
168,6270
168,10913
168,11810
169,4878
169,5313
169,6251
169,6444
169,11403
169,11404
169,11407
169,12001
170,4709
171,6252
171,12949
172,4669
172,11414
173,733
173,10208
174,12995
175,3450
175,4680
175,10563
175,11440
176,1668
176,12007
177,1485
177,6278
178,4864
178,5637
178,5638
178,11972
179,11789
180,13001
181,216
181,4747
181,13371
182,5654
183,1391
184,185
184,5390
184,12075
186,4667
186,12006
187,817
187,1316
187,1429
187,3687
187,3867
187,5287
187,5673
187,5894
187,7003
187,7438
187,10972
187,13162
188,5032
188,6564
188,6821
188,6836
189,2602
189,6575
189,10182
189,13017
190,3599
190,4648
190,6773
190,12947
191,2485
191,6923
191,8095
192,5441
192,6001
193,6304
193,12010
194,5052
194,11466
194,13095
195,13155
196,549
196,12155
197,3427
197,11540
198,317
198,3838
198,7661
199,993
199,5509
199,7752
199,8387
199,12362
200,201
200,205
200,841
200,11444
200,13092
200,13094
202,12961
202,13104
203,6889
203,6991
204,12705
205,6244
206,8131
206,13103
207,8736
207,9780
208,5622
208,11509
209,4832
209,6110
210,2884
210,3273
210,7717
210,10178
211,6944
212,5878
213,2406
213,4060
213,5818
213,8811
213,9890
214,4832
215,4171
215,10930
215,11532
216,6162
216,9150
216,9756
217,1171
217,6798
217,10041
217,13121
218,273
218,6719
218,9250
219,1150
219,1226
219,5255
219,5765
219,10720
219,10721
219,12200
219,12442
220,1111
220,1287
220,6280
220,8142
220,11836
220,13001
221,13172
222,3302
222,3549
222,4855
222,5121
222,5156
223,6636
223,12086
224,3218
224,5403
224,6406
224,6605
224,13232
225,5961
225,7755
226,819
226,12289
226,12476
227,259
227,2813
227,12256
228,5107
228,5699
229,7014
229,12349
230,4887
230,6391
230,7737
230,8384
230,13170
231,4846
232,5444
233,4846
234,6899
234,6996
235,12960
236,1830
236,2613
236,5881
236,6231
237,239
237,5391
237,6414
238,1155
238,3701
238,7260
238,9779
239,243
239,3993
239,5118
239,5391
239,6414
239,6423
239,13142
240,680
240,2389
240,3039
240,6961
240,7614
241,11551
242,3099
242,12677
243,251
243,3706
243,5118
243,6422
243,6917
243,10097
243,13137
244,3478
244,13213
245,4857
245,6967
245,11080
245,13140
246,6956
246,8708
246,11794
247,6965
247,8370
247,11668
247,12679
248,12014
249,819
249,10421
249,12519
250,5495
251,6959
251,7260
252,1733
252,5828
252,10518
253,12256
254,255
254,4206
254,5876
254,6975
254,10247
255,6975
255,11821
256,5539
256,5876
256,6950
256,6975
256,10802
256,11794
257,10802
258,6402
258,11043
258,12038
259,6971
260,4863
260,6425
261,1728
261,11347
262,4934
263,9236
264,3208
264,4904
264,5320
264,5614
264,11840
264,12257
264,12609
264,13124
265,7379
266,4870
266,5413
266,5481
266,5504
267,6622
267,12094
268,741
269,2749
269,6020
269,6582
269,8639
269,12044
270,3685
270,11587
270,12428
271,4225
271,6201
271,6556
271,7384
272,13319
273,576
273,3302
273,6889
273,6999
273,13172
274,853
274,3720
274,9320
274,12218
275,4842
276,1741
276,3412
276,10137
277,811
277,860
278,546
278,12405
279,6186
280,11611
281,6469
281,7598
281,13346
282,4908
283,6467
283,7803
283,9216
283,11614
284,2368
284,4512
284,4514
284,4909
285,6468
285,6508
285,6845
286,5712
287,1329
287,3649
287,5248
287,7263
287,8059
287,8315
287,8322
287,9684
287,13185
288,8072
288,9446
288,10663
289,9506
289,9772
290,4920
290,11628
291,5864
292,13200
292,13201
293,3392
293,6484
293,13201
294,874
294,5519
294,10799
295,296
295,10328
295,13210
295,13367
296,11771
296,11772
296,11774
296,12149
297,334
297,7682
298,1802
298,4044
298,11644
299,827
299,6766
299,10329
299,13167
300,750
300,1090
300,5398
300,13360
301,3640
301,11720
302,9998
303,8193
303,8680
304,10072
304,10083
304,11856
305,4893
306,847
306,4999
306,6548
307,12026
308,6518
309,1734
309,4335
309,6853
309,6876
309,12022
310,4948
311,3592
311,6588
311,7278
312,6735
313,3562
313,6522
313,7449
313,10045
314,529
314,6405
314,6563
314,6671
315,6889
316,1322
316,4009
316,5795
316,7486
316,10750
316,12203
316,12475
317,318
318,8427
318,10319
319,3843
320,3825
320,5119
321,5449
322,6913
322,10017
322,13000
323,1685
324,4350
324,11032
324,11034
324,11088
324,11089
324,12639
325,11824
326,822
326,10458
326,11527
326,11528
326,12290
327,2089
328,5923
328,12025
329,6690
329,10008
329,11732
330,1757
330,2809
331,3026
331,12196
332,657
332,1360
332,2926
332,7657
332,9179
332,9651
333,1360
333,3653
333,12915
334,1241
334,1418
334,4556
334,5886
334,8657
334,12158
335,6919
335,7048
336,6953
336,8944
336,11739
337,338
337,5012
337,7057
337,7063
337,8182
338,6953
339,10055
340,1444
340,4251
340,4429
340,5456
340,5686
340,6109
340,7877
340,10509
340,10656
340,12562
341,6927
341,10330
341,12816
342,8263
342,9928
342,12911
343,2832
344,5030
344,7063
345,346
346,5034
346,5035
346,7068
347,5036
347,7069
348,6567
348,9885
349,12880
350,351
350,6697
350,7482
351,7500
352,3990
352,4680
352,11383
353,3374
353,13466
354,7389
355,1044
355,13414
356,6113
357,10495
358,6113
358,10495
359,12869
360,364
361,4588
362,7077
362,12871
363,11311
364,12869
365,11310
365,12868
366,7132
367,4589
368,11312
369,6144
370,371
370,6153
372,12882
373,7086
373,7088
374,12882
375,12883
376,7094
377,7095
377,10101
378,4600
379,7097
379,10530
380,4596
381,11316
382,11316
383,403
383,4571
384,414
384,12830
384,12851
385,386
385,11297
387,6111
388,7107
389,6111
389,7107
389,7108
389,7132
390,391
390,7144
391,12829
392,12829
393,7109
394,6127
395,7112
396,6127
397,6130
398,11290
399,6111
399,7120
400,7123
400,11295
401,11296
402,6137
402,11298
403,12852
403,12854
404,11298
404,12852
405,6131
405,7125
406,7102
407,12849
408,11294
409,12847
409,12849
410,6134
410,7126
411,7119
412,6135
413,12850
414,7134
415,4569
416,6140
417,675
417,12857
418,7151
418,12853
418,12857
419,423
419,6106
420,6106
421,12830
422,6122
423,7140
424,425
424,4566
424,6123
424,7143
426,6123
427,6122
427,7140
428,7144
428,12823
429,7145
430,12826
431,4564
432,4562
433,12860
434,4574
434,6141
435,6137
436,4567
437,7143
438,7153
439,6130
439,7127
439,7154
439,12848
440,6129
441,12842
442,4573
443,7162
443,12848
444,6118
444,12834
445,6116
446,4561
447,4561
448,12834
449,7173
449,12839
450,12837
450,12838
451,4568
452,6121
453,454
453,7179
454,7180
455,6158
455,7178
455,7184
456,7185
457,458
457,6145
457,7187
459,7194
459,7195
460,4602
461,469
461,12884
462,463
462,12884
464,10442
465,4601
466,11318
467,6155
468,7200
468,11318
469,6154
470,6154
471,4592
472,7204
473,11319
474,4603
475,476
475,479
477,3416
477,12887
478,12887
479,7206
480,7202
481,6147
482,12879
483,12879
484,6147
484,12876
484,12879
485,6147
485,7204
485,7208
486,6146
487,4591
487,7212
488,489
488,4559
488,6115
490,5835
490,7218
490,12494
491,7219
491,12494
492,499
492,7220
493,4593
494,495
494,4593
494,7223
495,6146
496,7227
496,11314
497,6148
498,4594
498,12878
499,7217
500,501
500,3281
501,7218
502,4557
503,504
503,5835
503,12600
505,506
505,12833
506,5898
506,7233
507,5898
508,7239
509,7252
510,11315
511,7433
511,11315
511,12881
512,6151
513,12881
514,7433
515,516
515,7247
517,4595
518,807
518,1152
518,1823
518,7570
518,7573
518,7583
518,8359
518,9154
518,13450
518,13451
519,831
519,9463
519,11031
520,8680
520,9716
521,10354
522,6572
522,6574
522,7262
522,7265
522,8367
522,12821
523,3276
523,10050
524,10328
524,12303
525,3310
525,11908
526,12013
526,13160
527,12013
528,12634
529,4985
529,12808
529,13314
530,5880
530,6187
530,6642
530,6652
530,11841
530,13313
531,9343
532,12990
533,5050
533,13095
534,5223
534,7513
534,7519
534,12277
535,5051
535,5517
535,10245
535,12107
536,13318
537,5027
538,6586
538,6587
539,5903
540,6380
540,10127
540,11729
540,13281
541,6481
542,697
542,3914
543,2405
543,3468
543,6919
543,9099
544,3292
545,1193
545,10818
545,10821
545,13327
546,3499
546,4251
546,10096
547,10021
547,11777
548,5057
549,6173
549,11628
549,12180
549,13193
550,5512
551,11783
552,917
552,3816
552,12304
553,9989
554,1090
554,1435
554,2380
554,5305
554,6233
554,8185
555,822
555,1804
555,10085
555,11527
556,5066
557,3860
557,6686
557,7272
558,7698
558,9859
558,10311
558,12345
559,1825
559,9473
560,5069
561,6248
561,6249
561,10272
561,13332
561,13333
562,5300
562,10176
563,6596
563,6933
564,5078
564,6614
564,6616
565,7302
565,10275
566,945
566,7298
567,12325
568,5021
569,7799
569,10618
570,3716
570,7970
570,10053
570,10502
571,2448
571,3512
571,7646
571,9913
572,6437
572,6613
572,6619
572,6865
572,7708
572,12151
572,13344
573,2553
573,10192
574,3175
574,12386
574,12935
575,3247
575,3821
576,13449
577,963
577,6713
577,13440
578,2930
578,5953
578,10195
579,9314
579,9811
579,10150
579,10223
579,11041
580,602
580,4952
580,4953
580,5588
580,6509
580,6513
580,6514
580,7434
580,13237
581,2913
581,10048
582,600
583,883
583,11573
584,634
584,7317
584,10224
585,3687
586,13449
587,5684
587,5999
587,8325
587,9207
587,11009
588,1495
588,7340
588,12531
589,2185
590,2581
590,5024
590,8611
591,592
591,3969
591,5241
591,5416
591,5572
591,7428
591,11832
592,5244
593,7346
594,1621
594,5721
594,6946
595,3176
596,3208
596,6453
597,10114
598,3387
598,6994
598,9530
598,12129
599,2943
599,5122
600,1411
600,3395
600,8597
600,10810
600,11097
600,11106
601,4361
602,7370
602,9927
603,3332
603,10380
604,13361
605,1099
605,1151
605,5651
605,7900
605,12321
606,4258
606,4474
607,875
607,3253
608,611
608,7361
609,12283
610,13130
611,694
611,8763
612,5552
612,13253
613,11974
614,2633
614,11940
614,12820
615,4385
616,1765
616,5507
616,8207
617,7580
617,10446
618,7022
618,10302
619,620
619,9739
619,12011
620,621
621,669
622,11845
623,674
623,2260
623,7335
623,7434
624,3097
624,3112
624,8665
624,9267
624,9309
624,9394
624,10141
625,1663
625,8857
626,11367
626,11767
627,5186
628,1870
629,5991
629,12692
630,3813
630,3823
630,3824
630,4066
630,5136
630,5636
630,11971
630,13423
631,7383
632,8198
632,11446
633,6569
633,10168
634,7317
634,12502
634,13376
635,5142
636,1971
636,5143
636,5583
636,6648
636,12182
637,639
637,4398
637,5144
637,6648
637,7619
637,8899
637,12682
637,13378
638,639
638,2207
638,5146
638,9144
638,9787
638,10987
639,2133
639,3614
640,641
641,7396
641,11855
641,13379
642,4576
642,6846
642,11301
642,11390
643,8108
643,10807
644,5129
644,5130
644,11844
645,918
646,668
646,1674
646,9902
647,12112
648,5816
648,6714
649,3905
649,5443
649,12066
650,2109
650,5645
650,7538
650,9958
650,10230
650,10585
650,11132
651,785
651,3224
651,3330
651,3970
651,5242
651,7560
651,9705
651,12183
652,1742
652,5154
653,9254
654,3270
654,4971
654,5804
654,6655
654,6703
654,10254
654,10675
654,13383
655,7406
655,9705
656,5579
656,7411
657,3258
657,5931
657,6029
657,6030
658,10255
659,7265
659,10252
660,681
660,3336
660,4022
660,5157
660,5909
660,10318
660,10770
660,11929
660,13428
661,5153
662,1040
662,1080
662,5377
663,11903
664,3003
664,7420
664,9705
665,4880
665,6643
666,8599
667,4420
667,5141
667,10071
668,7420
669,5372
669,6994
669,9232
669,9908
670,1558
670,1561
670,1579
670,3092
670,3584
670,3663
670,7816
670,8287
670,8288
670,10046
671,777
671,6694
671,10428
671,13303
671,13396
672,7578
672,7850
673,1040
673,5377
673,11110
673,12736
674,7434
674,9927
675,4569
675,6136
675,6140
675,6665
675,7177
675,12856
675,12857
676,958
676,5261
676,7430
676,13388
677,10046
678,6169
679,6674
679,7258
679,13426
679,13427
680,2541
681,5229
681,7516
682,6865
682,11630
682,12872
683,5182
683,6591
683,12422
684,4327
684,5905
685,693
685,5948
685,8749
685,11073
686,11025
687,5414
688,893
688,4021
688,12302
689,999
689,1063
690,12706
690,12707
691,692
691,5184
691,11892
691,11893
692,4705
693,7441
694,2051
695,696
695,3406
695,8465
696,2587
697,4018
697,5417
697,5541
697,5664
697,7702
697,10764
697,12188
697,13447
697,13448
698,5204
698,9947
698,13398
699,715
699,1454
699,1665
699,5902
699,9114
699,10187
700,7460
701,984
701,3789
701,3917
701,11181
702,13443
703,1866
704,1382
704,12392
705,2910
705,5199
706,11689
707,8210
707,10036
707,12661
708,3365
708,8516
709,12407
710,7468
710,13401
711,4872
711,11787
712,10210
712,11825
713,3853
713,5606
713,8116
714,2508
714,4732
714,9212
714,9213
715,5902
715,9120
716,3352
716,6688
716,12232
717,4396
717,7470
718,6833
719,3249
719,5225
719,7259
720,9657
721,8505
722,5204
723,12920
724,789
724,9895
725,2967
726,13438
727,1904
727,5205
727,5566
727,7726
727,10785
728,1109
728,3581
728,6789
728,7497
728,8490
728,13407
729,11384
730,5210
731,3594
731,9532
732,5202
732,11887
733,6844
734,3583
734,4012
734,10753
735,761
735,8327
736,3046
736,7495
737,1120
737,5217
737,7918
737,9497
737,11916
737,13136
738,750
739,6697
740,10262
740,13017
741,742
741,7405
741,7482
741,7499
741,7511
741,7528
741,8532
741,10114
741,10535
742,745
743,6684
743,8509
744,7405
744,7499
744,10164
746,13239
747,748
747,776
747,7503
748,7504
749,3199
750,1830
750,2028
750,2216
750,4232
750,8185
751,3239
751,3812
751,3989
751,7899
751,7915
751,8327
751,9891
752,1777
752,12097
753,7408
753,7482
753,7528
753,10334
754,7337
754,11132
755,1352
755,3890
755,4020
755,8692
755,10120
755,10767
755,12307
755,12396
756,3143
756,8645
756,11265
757,2818
757,3357
757,4268
757,6472
757,6699
757,6706
757,11923
757,12622
757,13418
758,6538
758,7524
759,3060
759,3336
759,10136
759,12434
760,4658
760,5084
761,1076
761,3139
761,3206
761,8175
761,10693
761,10816
761,11846
761,12515
762,876
762,3603
762,5640
762,12306
763,7521
763,8478
764,3520
765,1214
765,5415
765,5542
765,7531
765,9182
765,13430
765,13432
766,5550
766,7536
766,8343
766,11934
766,12489
766,12789
767,6709
767,7534
767,13429
767,13430
767,13433
768,803
768,1214
768,1879
768,4216
768,5542
768,10246
768,13434
769,7482
769,7533
769,11936
770,4273
770,8338
770,10246
770,10250
770,12480
770,13434
771,7530
772,7406
772,7482
772,7533
772,9705
773,7541
773,7566
773,8208
774,1124
774,1190
774,10517
775,1124
775,1191
776,7872
776,7873
777,1053
777,6173
777,6484
777,13396
778,1321
778,7481
