1,34.678,-82.698
2,40.713,-75.518
3,37.945,-122.38
4,40.733,-111.99
5,38.088,-121.39
6,39.339,-76.839
7,39.482,-84.351
8,38.887,-77.458
9,38.894,-77.412
10,47.514,-122.31
11,34.593,-92.217
12,34.64,-92.048
13,28.437,-81.453
14,29.746,-95.231
15,38.992,-94.712
16,41.331,-105.54
17,41.484,-105.77
18,41.899,-106.22
19,42.886,-106.49
20,43.087,-107.19
21,42.891,-106.49
22,47.364,-101.84
23,49.136,-122.88
24,39.569,-102.24
25,39.502,-102.24
26,39.212,-85.079
27,49.31,-123.03
28,38.085,-122.26
29,32.515,-116.88
30,41.513,-90.554
31,33.791,-79.001
32,39.23,-76.513
33,43.009,-88.173
34,43.029,-88.054
35,41.188,-111.95
36,27.908,-82.409
37,41.188,-111.96
38,39.025,-77.437
39,49.31,-122.81
40,37.053,-121.02
41,39.151,-94.549
42,37.226,-121.74
43,37.245,-121.8
44,45.221,-93.307
45,45.137,-93.285
46,37.767,-121.62
47,37.747,-121.6
48,37.798,-121.58
49,38.059,-121.38
50,37.797,-121.6
51,37.821,-121.66
52,37.693,-121.7
53,37.583,-122.32
54,36.798,-121.73
55,38.899,-94.808
56,45.437,-73.424
57,39.121,-122.22
58,36.8,-121.77
59,36.805,-121.78
60,36.763,-121.73
61,36.682,-121.65
62,36.952,-121.76
63,33.369,-117.56
64,39.574,-97.694
65,37.606,-122.39
66,37.511,-122.34
67,42.056,-87.833
68,39.337,-84.272
69,30.417,-88.768
70,49.177,-121.78
71,49.237,-121.68
72,49.114,-122.01
73,43.665,-79.357
74,32.918,-117.22
75,43.678,-79.363
76,43.482,-79.659
77,43.654,-79.351
78,49.069,-122.3
79,49.099,-122.68
80,49.092,-123.04
81,48.49,-123.42
82,49.19,-122.84
83,30.414,-88.778
84,32.638,-117.02
85,32.665,-116.99
86,43.653,-79.349
87,35.311,-93.227
88,48.491,-123.46
89,43.809,-79.176
90,43.721,-79.317
91,37.493,-122.14
92,41.996,-87.978
93,42.038,-87.962
94,41.245,-88.225
95,32.958,-117.11
96,43.755,-79.535
97,45.46,-73.44
98,42.051,-87.897
99,32.959,-117.22
100,33.137,-117.33
101,39.761,-76.278
102,32.616,-117.1
103,37.626,-122.4
104,37.326,-122.08
105,42.329,-96.366
106,37.324,-122.07
107,37.59,-122.36
108,33.772,-118.1
109,43.186,-79.844
110,43.222,-79.858
111,39.306,-84.249
112,34.281,-118.9
113,39.328,-84.449
114,39.244,-84.437
115,39.306,-84.387
116,39.275,-84.326
117,37.457,-122.29
118,46.859,-71.314
119,34.714,-82.792
120,36.091,-115.21
121,36.086,-115.31
122,39.228,-84.32
123,39.709,-84.002
124,39.023,-83.882
125,39.205,-84.478
126,32.778,-96.826
127,32.815,-97.025
128,36.011,-78.923
129,44.5,-89.605
130,39.153,-84.405
131,39.118,-84.366
132,39.025,-84.377
133,39.181,-84.27
134,38.99,-84.291
135,32.858,-96.653
136,34.691,-82.81
137,38.707,-121.16
138,42.087,-87.767
139,42.127,-87.786
140,42.187,-87.825
141,38.587,-121.42
142,38.915,-90.294
143,38.6,-90.179
144,32.984,-96.939
145,33.355,-111.6
146,37.501,-121.99
147,37.503,-121.98
148,34.717,-82.788
149,38.674,-90.298
150,41.16,-112
151,45.111,-93.81
152,33.665,-117.77
153,38.251,-122.58
154,42.353,-71.06
155,29.955,-90.137
156,49.993,-97.429
157,33.598,-117.75
158,33.291,-111.7
159,33.321,-111.77
160,33.329,-111.7
161,47.105,-119.53
162,34.958,-82.91
163,34.281,-118.48
164,34.509,-117.92
165,42.31,-83.465
166,42.308,-83.414
167,33.439,-111.91
168,34.566,-117.32
169,34.563,-117.32
170,34.551,-117.44
171,37.692,-122.46
172,33.358,-111.83
173,34.505,-117.39
174,39.555,-121.64
175,29.773,-97.95
176,32.554,-96.538
177,34.222,-118.19
178,37.281,-122.02
179,34.205,-118.21
180,38.745,-121.27
181,34.243,-118.39
182,38.658,-121.14
183,38.657,-121.13
184,38.548,-121.41
185,33.848,-118.1
186,35.632,-78.952
187,38.72,-77.593
188,35.758,-78.745
189,35.951,-78.75
190,35.889,-78.766
191,35.818,-78.708
192,35.789,-78.79
193,35.927,-78.817
194,38.508,-121.36
195,35.791,-78.682
196,32.728,-96.774
197,32.735,-96.778
198,47.855,-122.18
199,35.829,-78.694
200,35.873,-78.7
201,38.65,-121.49
202,49.988,-97.43
203,49.978,-97.164
204,35.523,-78.295
205,34.179,-118.54
206,37.516,-121.23
207,37.668,-120.92
208,38.373,-121.35
209,38.49,-121.47
210,38.753,-121.25
211,27.491,-82.498
212,39.08,-84.693
213,38.656,-121.06
214,27.476,-82.456
215,38.091,-122.25
216,38.344,-121.12
217,39.024,-121.72
218,47.55,-122.37
219,43.852,-79.114
220,41.86,-88.043
221,40.062,-83.194
222,38.161,-122.38
223,39.205,-84.774
224,38.077,-122.54
225,37.898,-122.52
226,38.081,-122.14
227,38.138,-122.21
228,38.216,-122.11
229,38.236,-122.1
230,38.053,-122.23
231,37.906,-122.21
232,37.848,-122.16
233,39.712,-83.177
234,37.625,-122.12
235,37.632,-122.1
236,41.63,-88.095
237,39.455,-84.376
238,45.41,-73.428
239,39.888,-82.569
240,39.834,-80.806
241,40.182,-83.011
242,39.449,-84.461
243,40.333,-83.43
244,45.488,-73.544
245,38.248,-122.27
246,38.443,-122.58
247,43.84,-79.417
248,43.528,-79.734
249,43.548,-79.617
250,34.041,-117.32
251,43.804,-79.647
252,40.59,-111.92
253,40.707,-111.93
254,43.86,-79.258
255,33.999,-117.68
256,40.707,-111.93
257,40.706,-111.95
258,39.165,-84.51
259,40.355,-75.63
260,41.34,-112.05
261,40.468,-111.95
262,40.609,-112.03
263,40.716,-112.03
264,40.758,-112.01
265,40.425,-111.91
266,40.145,-111.63
267,40.092,-111.59
268,41.307,-111.93
269,41.095,-112.04
270,41.304,-112.06
271,30.01,-89.938
272,41.19,-112.06
273,41.141,-112.06
274,43.877,-78.725
275,40.919,-111.9
276,40.784,-112.01
277,38.015,-121.76
278,34.422,-118.57
279,46.371,-102.32
280,38.509,-122.21
281,39.824,-111.9
282,39.822,-111.9
283,29.937,-89.936
284,29.923,-89.981
285,40.501,-111.98
286,45.474,-73.571
287,43.584,-79.587
288,45.428,-73.617
289,47.813,-122.19
290,47.897,-121.89
291,43.063,-98.555
292,43.58,-79.671
293,38.523,-121.99
294,45.601,-73.365
295,45.396,-73.495
296,45.583,-73.514
297,40.913,-111.89
298,43.68,-79.802
299,47.53,-120.29
300,27.461,-82.468
301,27.623,-82.541
302,28.184,-82.784
303,47.347,-122.12
304,47.257,-122.37
305,47.467,-122.24
306,47.456,-122.24
307,47.439,-122.24
308,47.589,-122.34
309,47.092,-122.37
310,47.336,-121.93
311,48.386,-114.23
312,38.037,-121.9
313,37.999,-121.78
314,43.747,-79.271
315,49.873,-97.142
316,38.221,-121.87
317,38.205,-122.15
318,38.285,-121.97
319,40.312,-111.66
320,37.764,-121.61
321,27.964,-82.427
322,39.153,-94.495
323,47.537,-120.28
324,38.763,-121.36
325,38.693,-121.35
326,40.843,-111.95
327,39.871,-82.9
328,44.993,-93.457
329,38.685,-121.27
330,39.036,-84.464
331,39.06,-84.488
332,39.016,-83.004
333,39.398,-83.855
334,39.767,-83.978
335,39.942,-84.17
336,43.825,-79.233
337,41.104,-111.95
338,47.615,-122.3
339,47.506,-122.27
340,40.913,-109.43
341,40.509,-83.069
342,27.856,-82.201
343,27.862,-82.604
344,39.107,-84.538
345,38.509,-121.46
346,34.131,-119.17
347,37.042,-122.03
348,41.661,-93.755
349,41.191,-111.94
350,41.138,-111.89
351,39.072,-94.794
352,39.122,-94.56
353,37.397,-122.01
354,37.651,-122.45
355,45.56,-73.647
356,37.992,-121.35
357,44.231,-77.003
358,46.652,-117.42
359,46.55,-118.55
360,34.634,-92.411
361,34.633,-92.273
362,40.678,-84.183
363,40.801,-84.029
364,41.475,-83.918
365,39.116,-84.858
366,34.092,-118.08
367,40.76,-77.837
368,38.87,-94.812
369,38.885,-94.758
370,37.427,-121.93
371,38.841,-94.772
372,47.566,-122
373,34.937,-92.439
374,47.762,-122.18
375,47.876,-122.16
376,47.972,-122.11
377,32.559,-96.726
378,39.132,-84.482
379,35.015,-117.56
380,30.414,-90.047
381,34.302,-119.19
382,41.24,-111.93
383,41.222,-111.93
384,34.753,-92.399
